Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-03 00:00:00-05:00,0.09026772013840968,0.090983897399508,0.08429712581787493,0.08943141251802444,300912000,0.0,0.0
2000-01-04 00:00:00-05:00,0.08787896084993083,0.08811829246280177,0.08262545772657082,0.08704356849193573,300480000,0.0,0.0
2000-01-05 00:00:00-05:00,0.08453648008788726,0.08596883487943341,0.0829839949144641,0.08417793363332748,188352000,0.0,0.0
2000-01-06 00:00:00-05:00,0.08417791542742371,0.08417791542742371,0.07546182032249481,0.07868508249521255,120480000,0.0,0.0
2000-01-07 00:00:00-05:00,0.07832747049600473,0.08083454919946918,0.07713353174781268,0.0799991637468338,71184000,0.0,0.0
2000-01-10 00:00:00-05:00,0.08023756362066216,0.08596881962903544,0.07880520908320786,0.08262543380260468,239856000,0.0,0.0
2000-01-11 00:00:00-05:00,0.08214769213001805,0.08310320792261904,0.07928206026554108,0.07928206026554108,148128000,0.0,0.0
2000-01-12 00:00:00-05:00,0.0792820546900323,0.07940218506077189,0.07617800697650193,0.07725273072719574,123552000,0.0,0.0
2000-01-13 00:00:00-05:00,0.07713353713392875,0.08119310133242572,0.07617802122974317,0.08047600835561752,132192000,0.0,0.0
2000-01-14 00:00:00-05:00,0.08167086556610781,0.08728199293582048,0.0814315271169001,0.0839386060833931,604560000,0.0,0.0
2000-01-18 00:00:00-05:00,0.08501331378921251,0.08787894553998912,0.08119308862922554,0.08752131462097168,261648000,0.0,0.0
2000-01-19 00:00:00-05:00,0.08787894042540383,0.08787894042540383,0.08596882454048539,0.08668500185012817,164688000,0.0,0.0
2000-01-20 00:00:00-05:00,0.08740209148466718,0.09217783194717893,0.08573039853692867,0.08644657582044601,179568000,0.0,0.0
2000-01-21 00:00:00-05:00,0.08620725347173941,0.08656579990836272,0.0833416216864663,0.08549107611179352,544272000,0.0,0.0
2000-01-24 00:00:00-05:00,0.08823749261265296,0.08823749261265296,0.08119308921845965,0.0816708505153656,256944000,0.0,0.0
2000-01-25 00:00:00-05:00,0.0820284783248239,0.08286478609456602,0.07832746783126686,0.08095375448465347,237120000,0.0,0.0
2000-01-26 00:00:00-05:00,0.08095374457447262,0.08310319882387107,0.07617800399319179,0.07761035859584808,232464000,0.0,0.0
2000-01-27 00:00:00-05:00,0.0782073472315289,0.0782073472315289,0.07068518809072566,0.07355082035064697,458208000,0.0,0.0
2000-01-28 00:00:00-05:00,0.07259621281183797,0.07307396731106398,0.0685366489257981,0.07140227407217026,194448000,0.0,0.0
2000-01-31 00:00:00-05:00,0.071759897132594,0.07331238216243788,0.06686494833787951,0.07080530375242233,182400000,0.0,0.0
2000-02-01 00:00:00-05:00,0.07092454787830499,0.07307399647425067,0.06829733776027362,0.0724761113524437,92976000,0.0,0.0
2000-02-02 00:00:00-05:00,0.0728346122999865,0.07593958199375414,0.07247606592084099,0.07450630515813828,149040000,0.0,0.0
2000-02-03 00:00:00-05:00,0.07689420017170705,0.07844668552152664,0.07522250677200142,0.07570026814937592,108240000,0.0,0.0
2000-02-04 00:00:00-05:00,0.078088118577229,0.078088118577229,0.07593958670842713,0.0774911493062973,123696000,0.0,0.0
2000-02-07 00:00:00-05:00,0.07784971995545042,0.07784971995545042,0.07259622339599898,0.07271543145179749,217488000,0.0,0.0
2000-02-08 00:00:00-05:00,0.07450630648923322,0.0788052078953536,0.07259619757442042,0.07617799937725067,468816000,0.0,0.0
2000-02-09 00:00:00-05:00,0.07904363531121635,0.08035678188938579,0.0779689116057752,0.07808811962604523,589056000,0.0,0.0
